rva	end	size	section	verdict	coverage	attribution	reachability	evidence
0x001eccbc	0x001ecccc	16	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ecccc	0x001ecd90	196	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ecd90	0x001ecda4	20	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ecda4	0x001ece64	192	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ece64	0x001ece7c	24	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ece7c	0x001ecf40	196	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ecf40	0x001ecf54	20	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ecf54	0x001ed0f8	420	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed0f8	0x001ed108	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		UUID.LIB:_IID_IClassFactory
0x001ed108	0x001ed118	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		UUID.LIB:_IID_IPersistFile
0x001ed118	0x001ed138	32	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed138	0x001ed1bc	132	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed1bc	0x001ed250	148	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed250	0x001ed264	20	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed264	0x001ed278	20	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed278	0x001ed28c	20	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed28c	0x001ed348	188	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed348	0x001ed36c	36	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed36c	0x001ed374	8	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed374	0x001ed41c	168	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed41c	0x001ed480	100	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed480	0x001ed494	20	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed494	0x001ed4a8	20	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed4a8	0x001ed4dc	52	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed4dc	0x001ed500	36	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed500	0x001ed518	24	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed518	0x001ed574	92	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed574	0x001ed5a4	48	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed5a4	0x001ed608	100	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed608	0x001ed61c	20	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed61c	0x001ed6b0	148	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed6b0	0x001ed6ec	60	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed6ec	0x001ed700	20	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed700	0x001ed740	64	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed740	0x001ed834	244	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed834	0x001ed854	32	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed854	0x001ed968	276	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ed968	0x001ed978	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		UUID.LIB:_IID_IUnknown
0x001ed978	0x001ed988	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		UUID.LIB:_IID_IStream
0x001ed988	0x001ed98c	4	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ed98c	0x001eda08	124	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001eda08	0x001eda24	28	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001eda24	0x001eda40	28	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001eda40	0x001eda54	20	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001eda54	0x001edef8	1188	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001edef8	0x001edf0c	20	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001edf0c	0x001ee1ac	672	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ee1ac	0x001ee1c4	24	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ee1c4	0x001ee470	684	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ee470	0x001ee484	20	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ee484	0x001ee544	192	.rdata	library-private data	excluded	library-private data		NAFXCW:MFC message-map/data block
0x001ee544	0x001ee5a4	96	.rdata	compiler: RTTI records	excluded	compiler: RTTI records		RTTI/EH record by content (cell chain -> TypeDescriptor)
0x001ee5a4	0x001ee5ac	8	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ee5b0	0x001ee624	116	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ee624	0x001ee644	32	.rdata	compiler: C++ EH tables	excluded	compiler: C++ EH tables		parsed MSVC /GX table extent
0x001ee644	0x001ee8ec	680	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ee8ee	0x001ef3d8	2794	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ef3d8	0x001ef3e8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_CLSID_DirectInput
0x001ef3e8	0x001ef3f8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_CLSID_DirectInputDevice
0x001ef3f8	0x001ef408	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectInputA
0x001ef408	0x001ef418	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectInputW
0x001ef418	0x001ef428	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectInput2A
0x001ef428	0x001ef438	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectInput2W
0x001ef438	0x001ef448	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectInputDeviceA
0x001ef448	0x001ef458	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectInputDeviceW
0x001ef468	0x001ef478	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectInputDevice2W
0x001ef478	0x001ef488	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectInputEffect
0x001ef488	0x001ef498	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_XAxis
0x001ef498	0x001ef4a8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_YAxis
0x001ef4a8	0x001ef4b8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_ZAxis
0x001ef4b8	0x001ef4c8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_RxAxis
0x001ef4c8	0x001ef4d8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_RyAxis
0x001ef4d8	0x001ef4e8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_RzAxis
0x001ef4e8	0x001ef4f8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Slider
0x001ef4f8	0x001ef508	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Button
0x001ef508	0x001ef518	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Key
0x001ef518	0x001ef528	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_POV
0x001ef528	0x001ef538	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Unknown
0x001ef558	0x001ef568	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Joystick
0x001ef568	0x001ef578	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_ConstantForce
0x001ef578	0x001ef588	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_RampForce
0x001ef588	0x001ef598	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Square
0x001ef598	0x001ef5a8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Sine
0x001ef5a8	0x001ef5b8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Triangle
0x001ef5b8	0x001ef5c8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_SawtoothUp
0x001ef5c8	0x001ef5d8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_SawtoothDown
0x001ef5d8	0x001ef5e8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Spring
0x001ef5e8	0x001ef5f8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Damper
0x001ef5f8	0x001ef608	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Inertia
0x001ef608	0x001ef618	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_Friction
0x001ef618	0x001ef628	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_GUID_CustomForce
0x001ef6dc	0x001ef6e0	4	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ef6fc	0x001ef700	4	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ef74c	0x001ef750	4	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ef764	0x001ef768	4	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ef7cc	0x001ef7d0	4	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ef814	0x001ef818	4	.rdata	library-private data	excluded	library-private data		retail library tail; archive member unresolved
0x001ef818	0x001ef828	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_CLSID_DirectDraw
0x001ef828	0x001ef838	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_CLSID_DirectDrawClipper
0x001ef838	0x001ef848	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectDraw
0x001ef858	0x001ef868	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectDraw4
0x001ef868	0x001ef878	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectDrawSurface
0x001ef878	0x001ef888	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectDrawSurface2
0x001ef898	0x001ef8a8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectDrawSurface4
0x001ef8a8	0x001ef8b8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectDrawPalette
0x001ef8b8	0x001ef8c8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectDrawClipper
0x001ef8c8	0x001ef8d8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectDrawColorControl
0x001ef8d8	0x001ef8e8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirectDrawGammaControl
0x001ef8e8	0x001ef8f8	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirect3D
0x001ef8f8	0x001ef908	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirect3D2
0x001ef908	0x001ef918	16	.rdata	library-private data (SDK GUID)	excluded	library-private data (SDK GUID)		dxguid.lib:_IID_IDirect3D3
